Acquired_Date,EQ_Lintang,EQ_Bujur,Magnitudo,Kedalaman (km),Nama,Keterangan,Sumber,VRP_Max,num_nearby_eqs,max_nearby_mag,isVulkanik,isTektonik,seismic_energy_log10,R1_final,R2_final,R3_final,AreaTerdampak_km2,cluster_id,time_since_last_event_days,OLI_total (W),MSI_total (W),Magnitudo_scaled,Kedalaman (km)_scaled,seismic_energy_log10_scaled,time_since_last_event_days_scaled,impact_level,PheromoneScore,tfe_doy_sin,tfe_doy_cos,tfe_weekday_sin,Intensity,Magnitudo_lag1,Magnitudo_lag3,Magnitudo_roll_mean3,Magnitudo_roll_std3,Magnitudo_roll_mean7,Magnitudo_roll_std7,VRP_Max_lag1,VRP_Max_lag3,VRP_Max_roll_mean3,VRP_Max_roll_std3,VRP_Max_roll_mean7,VRP_Max_roll_std7,PheromoneScore_lag1,PheromoneScore_lag3,PheromoneScore_roll_mean3,PheromoneScore_roll_std3,PheromoneScore_roll_mean7,PheromoneScore_roll_std7,R3_final_lag1,R3_final_lag3,R3_final_roll_mean3,R3_final_roll_std3,R3_final_roll_mean7,R3_final_roll_std7,seismic_energy_log10_lag1,seismic_energy_log10_lag3,seismic_energy_log10_roll_mean3,seismic_energy_log10_roll_std3,seismic_energy_log10_roll_mean7,seismic_energy_log10_roll_std7,lstm_prediction,prediction_sigma,prediction_error,luas_cnn,kelas_prediksi,prob_Parah,prob_Ringan,prob_Sedang
2022-01-15 08:30:00,-7.891901090579822,112.2480336252349,4.04,2,"Gunung Kelud, Kediri","1 kali gempa Hembusan
3 kali gempa Guguran
5 kali gempa Tektonik Jauh
5 kali gempa Low
2 kali gempa Tremor Non-Harmonik",VolcanoDiscovery,0.0,0.0,0.0,1,1,10.86,25.2168,55.476960000000005,100.8672,31963.166956006728,-1,3.067361111111111,0.0,0.0,0.39738865366133774,-1.0627615234680967,0.3973886536613373,-0.2857909850247661,Ringan,0.0,0.2551824131233728,0.9668929289391521,-0.9749279121818236,40.4,0.0,0.0,4.04,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.8672,0.0,100.8672,0.0,0.0,0.0,10.86,0.0,10.86,0.0,,,,0.0,Ringan,0.0,0.9999999984250998,1.574900402974316e-09
2022-01-20 11:11:00,-7.973514240339685,113.0048304151398,4.81,69,"Gunung Bromo, Probolinggo","4 kali gempa Hembusan
1 kali gempa Tektonik Lokal
4 kali gempa Low",VolcanoDiscovery,0.0,0.0,0.0,1,1,12.015,14.636655891619407,32.2006429615627,58.54662356647763,10768.45954151638,0,3.067361111111111,0.0,0.0,1.029326155096463,1.7043114063501699,1.0293261550964636,-0.2857909850247661,Sedang,0.0,0.3373010691361842,0.9413968285264122,0.43388373911755823,48.099999999999994,4.04,0.0,4.425,0.5444722215136413,4.425,0.5444722215136413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.8672,0.0,79.70691178323881,29.92516657986726,79.70691178323881,29.92516657986726,10.86,0.0,11.4375,0.8167083322704632,11.4375,0.8167083322704632,,,,0.0,Ringan,0.0,0.9999992358997855,7.641002144079491e-07
2022-01-24 22:17:00,-7.978263206344961,112.3732395132086,4.88,60,"Gunung Kelud, Kediri","4 kali gempa Hembusan
5 kali gempa Tektonik Jauh
3 kali gempa Tremor Non-Harmonik
5 kali gempa Low Frequency",VolcanoDiscovery,0.0,0.0,0.0,1,1,12.120000000000001,14.898466666666668,32.77662666666667,59.59386666666667,11157.143081110165,0,9.574305555555556,0.0,0.0,1.0867750188632928,1.3326150426432386,1.0867750188632934,0.6933631793859393,Sedang,0.0,0.4012289854475009,0.9159777842484877,0.0,48.8,4.81,0.0,4.576666666666667,0.46608296829355744,4.576666666666667,0.46608296829355744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.54662356647763,0.0,73.0025634110481,24.137163435322947,73.0025634110481,24.137163435322947,12.015,0.0,11.665000000000001,0.6991244524403369,11.665000000000001,0.6991244524403369,,,,0.0,Ringan,0.0,0.9999989336036343,1.0663963653849326e-06
2022-01-25 02:41:00,-7.999641091118968,112.2386483357198,2.15,56,"Gunung Kelud, Kediri","4 kali gempa Low Frequency
5 kali gempa Guguran
2 kali gempa Low
2 kali gempa Tektonik Lokal",VolcanoDiscovery,0.0,0.0,0.0,1,1,8.024999999999999,6.775538265306121,14.906184183673467,27.102153061224485,2307.583686326121,-1,0.18333333333333332,0.0,0.0,-1.1537306680430615,1.167416658773491,-1.1537306680430626,-0.7197746824418054,Ringan,0.0,0.4169258813287287,0.908940487313808,0.7818314824680298,21.5,4.88,4.04,3.9466666666666668,1.5563525735942136,3.9699999999999998,1.2716131487209463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.59386666666667,100.8672,48.41421443145626,18.46421266705184,61.52746082359219,30.250846104523138,12.120000000000001,10.86,10.719999999999999,2.334528860391323,10.754999999999999,1.9074197230814214,,,,0.0,Ringan,0.0,1.0,5.773693780544054e-29
2022-01-25 09:51:00,-8.088459102496168,112.9281807713791,4.29,23,"Gunung Semeru, Lumajang","3 kali gempa Tremor Non-Harmonik
3 kali gempa Low
3 kali gempa Tektonik Jauh",VolcanoDiscovery,0.0,0.0,0.0,1,1,11.235,13.781381285444235,30.31903882797732,55.12552514177694,9546.745652763291,0,3.067361111111111,0.0,0.0,0.6025631671143006,-0.1954700081519236,0.6025631671143001,-0.2857909850247661,Ringan,0.0,0.4169258813287287,0.908940487313808,0.7818314824680298,42.9,2.15,4.81,3.7733333333333334,1.4364655698391562,4.034000000000001,1.110508892355212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.102153061224485,58.54662356647763,47.27384828988937,17.611487310683607,60.24707368722915,26.353979274949673,8.024999999999999,12.015,10.459999999999999,2.154698354758737,10.850999999999999,1.6657633385328194,,,,0.0,Ringan,0.0,0.9999999869707041,1.3029295879728116e-08
2022-01-31 18:18:00,-8.044117906718789,114.233205669959,3.73,17,"Gunung Ijen, Bondowoso",4 kali gempa Tremor Non-Harmonik,VolcanoDiscovery,0.0,0.0,0.0,1,0,10.395,12.461037716262974,27.414282975778544,49.844150865051894,7805.096490228234,0,3.067361111111111,0.0,0.0,0.14297225697966376,-0.4432675839565445,0.1429722569796634,-0.2857909850247661,Ringan,0.0,0.5083564379375122,0.8611467540480452,0.0,37.3,4.29,4.88,3.39,1.1097747519204058,3.983333333333333,1.0009928404672366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.12552514177694,59.59386666666667,44.02394302268444,14.890717248928562,58.51325321686627,23.951254235222788,11.235,12.120000000000001,9.885,1.664662127880612,10.775,1.501489260700856,,,,0.0,Ringan,0.0,0.999999999990582,9.418061730646892e-12
2022-01-31 23:24:00,-8.099009082080153,114.0164814562312,5.16,21,"Gunung Raung, Banyuwangi","4 kali gempa Tektonik Jauh
1 kali gempa Letusan/Erupsi
1 kali gempa Low
4 kali gempa Low Frequency",VolcanoDiscovery,0.0,0.0,0.0,1,1,12.54,16.50280544217687,36.30617197278912,66.01122176870749,13689.431552501299,0,3.067361111111111,0.0,0.0,1.3165704739306114,-0.27806920008679725,1.3165704739306108,-0.2857909850247661,Sedang,0.0,0.5083564379375122,0.8611467540480452,0.0,51.6,3.73,2.15,4.3933333333333335,0.7205784713224047,4.151428571428572,1.0162583098705527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.844150865051894,27.102153061224485,56.99363259184545,8.243841003119096,59.58439158141501,22.047301678564242,10.395,8.024999999999999,11.39,1.080867706983607,11.027142857142858,1.5243874648058298,,,,0.0,Ringan,0.0,0.999997422790477,2.57720952341257e-06
2022-02-03 03:39:00,-8.140435633188241,114.0005372641355,2.73,30,"Gunung Raung, Banyuwangi","5 kali gempa Vulkanik Dalam
2 kali gempa Tremor Non-Harmonik
5 kali gempa Low Frequency
2 kali gempa Tektonik Jauh",VolcanoDiscovery,0.0,0.0,0.0,1,1,8.895,8.856666666666666,19.484666666666666,35.42666666666666,3942.8518107240043,0,2.1770833333333335,0.0,0.0,-0.6777257968321876,0.09362716362013408,-0.677725796832188,-0.41975850250337055,Ringan,0.0,0.5521013427459208,0.8337770129585915,0.43388373911755823,27.3,5.16,4.29,3.8733333333333335,1.2213244177258278,3.9642857142857144,1.1517791620337807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.01122176870749,55.12552514177694,50.42734643347535,15.30061569024967,50.235743962367394,14.04781112148152,12.54,11.235,10.61,1.8319866265887434,10.74642857142857,1.7276687430506719,,,,0.0,Ringan,0.0,1.0,4.9836849474960005e-20
2022-02-04 04:58:00,-7.993411853462411,112.912157511184,2.8,29,"Gunung Bromo, Probolinggo","1 kali gempa Letusan/Erupsi
3 kali gempa Hembusan
3 kali gempa Guguran",VolcanoDiscovery,0.0,0.0,0.0,1,0,9.0,9.092789536266348,20.00413697978597,36.371158145065394,4155.890854265025,0,14.740972222222222,0.0,0.0,-0.6202769330653581,0.05232756765269726,-0.6202769330653582,1.470834575673628,Ringan,0.0,0.5663619330814524,0.8241566360566663,-0.433883739117558,28.0,2.73,3.73,3.563333333333333,1.383196780408822,3.677142857142857,1.1563406978584685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.42666666666666,49.844150865051894,45.936348860146516,17.391762640955875,47.067820330737085,14.358225418259636,8.895,10.395,10.145,2.0747951706132355,10.315714285714284,1.7345110467877032,,,,0.0,Ringan,0.0,1.0,1.0706216642966843e-19
2022-02-09 08:47:00,-8.007022823409374,114.2648785426929,5.24,30,"Gunung Ijen, Banyuwangi","2 kali gempa Low
1 kali gempa Tremor Non-Harmonik
1 kali gempa Vulkanik Dalam
5 kali gempa Low Frequency",VolcanoDiscovery,0.0,0.0,0.0,1,0,12.66,16.386666666666667,36.05066666666667,65.54666666666667,13497.430326843223,0,3.067361111111111,0.0,0.0,1.3822263182355594,0.09362716362013408,1.3822263182355594,-0.2857909850247661,Sedang,0.0,0.6350683134867438,0.7724559775191742,0.9749279121818236,52.400000000000006,2.8,5.16,3.59,1.429370490810552,3.7285714285714286,1.224737095208989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.371158145065394,66.01122176870749,45.78149715946625,17.123652071753448,47.91822033073708,15.364762103301969,9.0,12.54,10.185,2.1440557362158312,10.392857142857142,1.837105642813484,,,,0.0,Ringan,0.0,0.9999987980454794,1.2019545204177982e-06
2022-02-09 15:54:00,-8.142919456326107,113.9931039878811,4.42,39,"Gunung Raung, Banyuwangi","1 kali gempa Tremor Non-Harmonik
1 kali gempa Tektonik Jauh
3 kali gempa Low Frequency
1 kali gempa Hembusan
3 kali gempa Vulkanik Dalam",VolcanoDiscovery,0.0,0.0,0.0,1,1,11.43,13.74103708086785,30.23028157790927,54.9641483234714,9490.932365136214,0,6.510416666666667,0.0,0.0,0.7092539141098412,0.4653235273270654,0.709253914109841,0.23231428147985264,Ringan,0.0,0.6350683134867438,0.7724559775191742,0.9749279121818236,44.2,5.24,2.73,4.153333333333333,1.2416655480979306,4.052857142857143,1.020616060454245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.54666666666667,35.42666666666666,52.29399104506783,14.769897741422103,51.89850536820092,12.395518335270078,12.66,8.895,11.030000000000001,1.8624983221468971,10.879285714285714,1.530924090681367,,,,0.0,Ringan,0.0,0.9999999593457617,4.0654238238291284e-08
2022-02-12 12:16:00,-7.931789743513793,112.8807586637624,5.15,21,"Gunung Bromo, Probolinggo","1 kali gempa Low Frequency
3 kali gempa Guguran
2 kali gempa Tektonik Lokal
3 kali gempa Tremor Non-Harmonik
4 kali gempa Vulkanik Dalam",VolcanoDiscovery,0.0,0.0,0.0,1,1,12.525,16.4726768707483,36.23988911564626,65.8907074829932,13639.49258585881,0,8.304166666666667,0.0,0.0,1.308363493392493,-0.27806920008679725,1.308363493392493,0.5022347944652157,Sedang,0.0,0.6740694616546161,0.7386679638813748,-0.9749279121818236,51.5,4.42,2.8,4.9366666666666665,0.4497036060933225,4.175714285714285,1.1024042988374265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9641483234714,36.371158145065394,62.13384082437708,6.211518247496482,53.43638855980324,13.48274032003606,11.43,9.0,12.205,0.6745554091399779,11.06357142857143,1.6536064482561392,,,,0.0,Ringan,0.0,0.9999975100037503,2.489996249368521e-06
2022-02-13 16:41:00,-8.105258046029785,114.0236255910996,1.23,9,"Gunung Raung, Banyuwangi",1 kali gempa Vulkanik Dangkal,VolcanoDiscovery,0.0,0.0,0.0,1,0,6.645,6.050174074074075,13.310382962962967,24.2006962962963,1839.9481971709922,0,4.032638888888889,0.0,0.0,-1.9087728775499646,-0.773664351696039,-1.9087728775499653,-0.14053759243875957,Ringan,0.0,0.6866759803451553,0.726963615332308,-0.7818314824680299,12.3,5.15,5.24,3.6,2.0846822299813454,3.8185714285714285,1.5746685214294953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.8907074829932,65.54666666666667,48.351850700920295,21.617264352216825,49.77303790712387,17.50517201507714,12.525,12.66,10.200000000000001,3.1270233449720224,10.527857142857144,2.362002782144243,,,,0.0,Ringan,0.0,1.0,5.939010685551943e-44
2022-02-14 16:44:00,-8.079660973766108,112.9880128014212,4.88,64,"Gunung Semeru, Lumajang","4 kali gempa Tektonik Lokal
4 kali gempa Tremor Non-Harmonik
2 kali gempa Guguran
2 kali gempa Hembusan
1 kali gempa Low",VolcanoDiscovery,0.0,0.0,0.0,1,1,12.120000000000001,14.873064843749999,32.72074265625,59.492259374999996,11119.129751121467,0,20.286805555555556,0.0,0.0,1.0867750188632928,1.4978134265129859,1.0867750188632934,2.3053623405598493,Sedang,0.0,0.6990793005655562,0.7150441465537444,0.0,48.8,1.23,4.42,3.7533333333333334,2.189436761665733,3.778571428571429,1.538044522236256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2006962962963,54.9641483234714,49.86122105142983,22.451769030062778,48.84175756516566,16.64982458844759,6.645,11.43,10.43,3.2841551424986024,10.467857142857143,2.3070667833543848,,,,0.0,Ringan,0.0,0.9999989045869495,1.0954130500853558e-06
