Acquired_Date,EQ_Lintang,EQ_Bujur,Magnitudo,Kedalaman (km),Nama,Keterangan,Sumber,isVulkanik,isTektonik,seismic_energy_log10,R1_final,R2_final,R3_final,AreaTerdampak_km2,tfe_doy_sin,tfe_doy_cos,tfe_weekday_sin,Intensity,cluster_id,time_since_last_event_days,VRP_Max,OLI_total (W),MSI_total (W),Magnitudo_scaled,Kedalaman (km)_scaled,seismic_energy_log10_scaled,time_since_last_event_days_scaled,impact_level,Magnitudo_lag1,Magnitudo_lag3,Magnitudo_roll_mean3,Magnitudo_roll_std3,Magnitudo_roll_mean7,Magnitudo_roll_std7,VRP_Max_lag1,VRP_Max_lag3,VRP_Max_roll_mean3,VRP_Max_roll_std3,VRP_Max_roll_mean7,VRP_Max_roll_std7,R3_final_lag1,R3_final_lag3,R3_final_roll_mean3,R3_final_roll_std3,R3_final_roll_mean7,R3_final_roll_std7,seismic_energy_log10_lag1,seismic_energy_log10_lag3,seismic_energy_log10_roll_mean3,seismic_energy_log10_roll_std3,seismic_energy_log10_roll_mean7,seismic_energy_log10_roll_std7,PheromoneScore
2022-01-15 08:30:00,-7.891901090579822,112.2480336252349,4.04,2,"Gunung Kelud, Kediri","1 kali gempa Hembusan
3 kali gempa Guguran
5 kali gempa Tektonik Jauh
5 kali gempa Low
2 kali gempa Tremor Non-Harmonik",VolcanoDiscovery,1,1,10.86,25.2168,55.476960000000005,100.8672,31963.166956006728,0.2551824131233728,0.9668929289391521,-0.9749279121818236,40.4,-1,0.8378700867789688,0.0,0.0,0.0,0.31914893617021284,-0.5454545454545454,0.3191489361702122,0.2993112466854788,Ringan,0.0,0.0,4.04,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.8672,0.0,100.8672,0.0,0.0,0.0,10.86,0.0,10.86,0.0,0.0
2022-01-20 11:11:00,-7.973514240339685,113.0048304151398,4.81,69,"Gunung Bromo, Probolinggo","4 kali gempa Hembusan
1 kali gempa Tektonik Lokal
4 kali gempa Low",VolcanoDiscovery,1,1,12.015,14.636655891619407,32.2006429615627,58.54662356647763,10768.45954151638,0.3373010691361842,0.9413968285264122,0.43388373911755823,48.099999999999994,0,0.8378700867789688,0.0,0.0,0.0,0.728723404255319,1.4848484848484849,0.728723404255319,0.2993112466854788,Sedang,4.04,0.0,4.425,0.5444722215136413,4.425,0.5444722215136413,0.0,0.0,0.0,0.0,0.0,0.0,100.8672,0.0,79.70691178323881,29.92516657986726,79.70691178323881,29.92516657986726,10.86,0.0,11.4375,0.8167083322704632,11.4375,0.8167083322704632,0.0
2022-01-24 22:17:00,-7.978263206344961,112.3732395132086,4.88,60,"Gunung Kelud, Kediri","4 kali gempa Hembusan
5 kali gempa Tektonik Jauh
3 kali gempa Tremor Non-Harmonik
5 kali gempa Low Frequency",VolcanoDiscovery,1,1,12.120000000000001,14.898466666666668,32.77662666666667,59.59386666666667,11157.143081110165,0.4012289854475009,0.9159777842484877,0.0,48.8,0,4.4625,0.0,0.0,0.0,0.7659574468085106,1.2121212121212122,0.7659574468085106,4.219301539616974,Sedang,4.81,0.0,4.576666666666667,0.46608296829355744,4.576666666666667,0.46608296829355744,0.0,0.0,0.0,0.0,0.0,0.0,58.54662356647763,0.0,73.0025634110481,24.137163435322947,73.0025634110481,24.137163435322947,12.015,0.0,11.665000000000001,0.6991244524403369,11.665000000000001,0.6991244524403369,0.002441575123665864
2022-01-25 02:41:00,-7.999641091118968,112.2386483357198,2.15,56,"Gunung Kelud, Kediri","4 kali gempa Low Frequency
5 kali gempa Guguran
2 kali gempa Low
2 kali gempa Tektonik Lokal",VolcanoDiscovery,1,1,8.024999999999999,6.775538265306121,14.906184183673467,27.102153061224485,2307.583686326121,0.4169258813287287,0.908940487313808,0.7818314824680298,21.5,-1,9.75763888888889,0.0,0.0,0.0,-0.6861702127659575,1.0909090909090908,-0.6861702127659581,9.945925647765678,Ringan,4.88,4.04,3.9466666666666668,1.5563525735942136,3.9699999999999998,1.2716131487209463,0.0,0.0,0.0,0.0,0.0,0.0,59.59386666666667,100.8672,48.41421443145626,18.46421266705184,61.52746082359219,30.250846104523138,12.120000000000001,10.86,10.719999999999999,2.334528860391323,10.754999999999999,1.9074197230814214,0.0
2022-01-25 09:51:00,-8.088459102496168,112.9281807713791,4.29,23,"Gunung Semeru, Lumajang","3 kali gempa Tremor Non-Harmonik
3 kali gempa Low
3 kali gempa Tektonik Jauh",VolcanoDiscovery,1,1,11.235,13.781381285444235,30.31903882797732,55.12552514177694,9546.745652763291,0.4169258813287287,0.908940487313808,0.7818314824680298,42.9,0,0.48194444444444445,0.0,0.0,0.0,0.45212765957446815,0.09090909090909091,0.45212765957446754,-0.08561772437101013,Ringan,2.15,4.81,3.7733333333333334,1.4364655698391562,4.034000000000001,1.110508892355212,0.0,0.0,0.0,0.0,0.0,0.0,27.102153061224485,58.54662356647763,47.27384828988937,17.611487310683607,60.24707368722915,26.353979274949673,8.024999999999999,12.015,10.459999999999999,2.154698354758737,10.850999999999999,1.6657633385328194,0.0
2022-01-31 18:18:00,-8.044117906718789,114.233205669959,3.73,17,"Gunung Ijen, Bondowoso",4 kali gempa Tremor Non-Harmonik,VolcanoDiscovery,1,0,10.395,12.461037716262974,27.414282975778544,49.844150865051894,7805.096490228234,0.5083564379375122,0.8611467540480452,0.0,37.3,0,6.352083333333334,0.0,0.0,0.0,0.1542553191489362,-0.09090909090909091,0.1542553191489357,6.2628614344724,Ringan,4.29,4.88,3.39,1.1097747519204058,3.983333333333333,1.0009928404672366,0.0,0.0,0.0,0.0,0.0,0.0,55.12552514177694,59.59386666666667,44.02394302268444,14.890717248928562,58.51325321686627,23.951254235222788,11.235,12.120000000000001,9.885,1.664662127880612,10.775,1.501489260700856,0.0
2022-01-31 23:24:00,-8.099009082080153,114.0164814562312,5.16,21,"Gunung Raung, Banyuwangi","4 kali gempa Tektonik Jauh
1 kali gempa Letusan/Erupsi
1 kali gempa Low
4 kali gempa Low Frequency",VolcanoDiscovery,1,1,12.54,16.50280544217687,36.30617197278912,66.01122176870749,13689.431552501299,0.5083564379375122,0.8611467540480452,0.0,51.6,0,0.2125,0.0,0.0,0.0,0.9148936170212768,0.030303030303030304,0.9148936170212759,-0.37701840030041306,Sedang,3.73,2.15,4.3933333333333335,0.7205784713224047,4.151428571428572,1.0162583098705527,0.0,0.0,0.0,0.0,0.0,0.0,49.844150865051894,27.102153061224485,56.99363259184545,8.243841003119096,59.58439158141501,22.047301678564242,10.395,8.024999999999999,11.39,1.080867706983607,11.027142857142858,1.5243874648058298,0.0
2022-02-03 03:39:00,-8.140435633188241,114.0005372641355,2.73,30,"Gunung Raung, Banyuwangi","5 kali gempa Vulkanik Dalam
2 kali gempa Tremor Non-Harmonik
5 kali gempa Low Frequency
2 kali gempa Tektonik Jauh",VolcanoDiscovery,1,1,8.895,8.856666666666666,19.484666666666666,35.42666666666666,3942.8518107240043,0.5521013427459208,0.8337770129585915,0.43388373911755823,27.3,0,2.1770833333333335,0.0,0.0,0.0,-0.3776595744680851,0.30303030303030304,-0.3776595744680855,1.7476530229064966,Ringan,5.16,4.29,3.8733333333333335,1.2213244177258278,3.9642857142857144,1.1517791620337807,0.0,0.0,0.0,0.0,0.0,0.0,66.01122176870749,55.12552514177694,50.42734643347535,15.30061569024967,50.235743962367394,14.04781112148152,12.54,11.235,10.61,1.8319866265887434,10.74642857142857,1.7276687430506719,0.0
2022-02-04 04:58:00,-7.993411853462411,112.912157511184,2.8,29,"Gunung Bromo, Probolinggo","1 kali gempa Letusan/Erupsi
3 kali gempa Hembusan
3 kali gempa Guguran",VolcanoDiscovery,1,0,9.0,9.092789536266348,20.00413697978597,36.371158145065394,4155.890854265025,0.5663619330814524,0.8241566360566663,-0.433883739117558,28.0,0,1.054861111111111,0.0,0.0,0.0,-0.3404255319148937,0.2727272727272727,-0.3404255319148939,0.5339842283139316,Ringan,2.73,3.73,3.563333333333333,1.383196780408822,3.677142857142857,1.1563406978584685,0.0,0.0,0.0,0.0,0.0,0.0,35.42666666666666,49.844150865051894,45.936348860146516,17.391762640955875,47.067820330737085,14.358225418259636,8.895,10.395,10.145,2.0747951706132355,10.315714285714284,1.7345110467877032,0.0
2022-02-09 08:47:00,-8.007022823409374,114.2648785426929,5.24,30,"Gunung Ijen, Banyuwangi","2 kali gempa Low
1 kali gempa Tremor Non-Harmonik
1 kali gempa Vulkanik Dalam
5 kali gempa Low Frequency",VolcanoDiscovery,1,0,12.66,16.386666666666667,36.05066666666667,65.54666666666667,13497.430326843223,0.6350683134867438,0.7724559775191742,0.9749279121818236,52.400000000000006,0,5.159027777777778,0.0,0.0,0.0,0.9574468085106385,0.30303030303030304,0.9574468085106379,4.9725873075478795,Sedang,2.8,5.16,3.59,1.429370490810552,3.7285714285714286,1.224737095208989,0.0,0.0,0.0,0.0,0.0,0.0,36.371158145065394,66.01122176870749,45.78149715946625,17.123652071753448,47.91822033073708,15.364762103301969,9.0,12.54,10.185,2.1440557362158312,10.392857142857142,1.837105642813484,0.0
