Acquired_Date,EQ_Lintang,EQ_Bujur,Magnitudo,Kedalaman (km),Nama,Keterangan,Sumber,Magnitudo_Original,Kedalaman_Original,VRP_Max,isVulkanik,isTektonik,seismic_energy_log10,R1_final,R2_final,R3_final,AreaTerdampak_km2,tfe_doy_sin,tfe_doy_cos,tfe_weekday_sin,Intensity,cluster_id,time_since_last_event_days,OLI_total (W),MSI_total (W),Magnitudo_scaled,Kedalaman (km)_scaled,seismic_energy_log10_scaled,time_since_last_event_days_scaled,impact_level,Magnitudo_lag1,Magnitudo_lag3,Magnitudo_roll_mean3,Magnitudo_roll_std3,Magnitudo_roll_mean7,Magnitudo_roll_std7,VRP_Max_lag1,VRP_Max_lag3,VRP_Max_roll_mean3,VRP_Max_roll_std3,VRP_Max_roll_mean7,VRP_Max_roll_std7,R3_final_lag1,R3_final_lag3,R3_final_roll_mean3,R3_final_roll_std3,R3_final_roll_mean7,R3_final_roll_std7,seismic_energy_log10_lag1,seismic_energy_log10_lag3,seismic_energy_log10_roll_mean3,seismic_energy_log10_roll_std3,seismic_energy_log10_roll_mean7,seismic_energy_log10_roll_std7,Lintang,Bujur,PheromoneScore,Pheromone_Score,Risk_Index,Status_Zona,Radius_Visual_KM,PheromoneScore_lag1,PheromoneScore_lag3,PheromoneScore_roll_mean3,PheromoneScore_roll_std3,PheromoneScore_roll_mean7,PheromoneScore_roll_std7,lstm_prediction,prediction_sigma,prediction_error,anomaly_score
2023-12-20 07:24:00,-7.999963653470974,112.3265106279094,4.36,65,"Gunung Kelud, Kediri","4 kali gempa Hembusan
2 kali gempa Vulkanik Dalam
4 kali gempa Low
4 kali gempa Low Frequency
3 kali gempa Guguran",VolcanoDiscovery,4.36,65,0.0,1,0,11.34,13.315604733727813,29.29433041420119,53.26241893491125,8912.337925816064,-0.19232150523909483,0.9813319716704275,0.9749279121818236,43.6,0,0.7555555555555555,0.0,0.0,0.4893617021276598,1.3636363636363635,0.48936170212765917,0.2102891475779196,Sedang,3.81,2.63,3.819999999999998,0.5350700888668738,3.6614285714285715,0.7267376548986748,0.0,0.0,0.0,0.0,0.0,0.0,59.02631020408164,63.467066666666675,52.38597637966425,7.119133093089264,52.515520035729146,8.51005975207658,10.515,8.745,10.53,0.8026051333002677,10.292142857142858,1.090106482347986,-7.999963653470974,112.3265106279094,0.11524019789679951,0.11524019789679951,11.52,Aman,7.172360854356462,0.4730854768987007,0.018696942922210257,0.1963121948898777,0.24644990493728705,0.1064552571130217,0.17132651591528564,3.2701820984482763,0.0,1.089817901551724,1089817.901551724
2023-12-20 11:12:00,-7.942599080904619,112.3065276774968,3.94,12,"Gunung Kelud, Kediri",5 kali gempa Guguran,VolcanoDiscovery,3.94,12,0.0,1,0,10.71,13.688966666666666,30.115726666666667,54.75586666666666,9419.138595923556,-0.19232150523909483,0.9813319716704275,0.9749279121818236,39.4,0,0.15833333333333333,0.0,0.0,0.26595744680851063,-0.24242424242424243,0.26595744680851063,-0.4355989485542621,Parah,4.36,3.29,4.036666666666664,0.2874601421646785,3.775714285714286,0.6932016816400394,0.0,0.0,0.0,0.0,0.0,0.0,53.26241893491125,44.869200000000006,55.6815319352198,2.9913630309214674,54.646969771178874,6.415696150732405,11.34,9.735,10.854999999999999,0.4311902132469527,10.463571428571429,1.0398025224600291,-7.942599080904619,112.3065276774968,0.3598440324732878,0.3598440324732878,35.98,Aman,7.0145270303207,0.11524019789679951,0.0006109098741321332,0.31605656908959623,0.18289701306519685,0.1577916213601747,0.18737031978410743,3.2818893936276434,0.0,0.6581106063723565,658110.6063723565
2023-12-22 00:28:00,-7.959099948481636,112.958479110783,2.75,8,"Gunung Bromo, Probolinggo",2 kali gempa Vulkanik Dangkal,VolcanoDiscovery,2.75,8,0.0,1,0,8.925,11.045625000000001,24.300375000000006,44.182500000000005,6132.681990036811,-0.15845177496083632,0.9873667175937016,-0.433883739117558,27.5,0,1.5527777777777778,0.0,0.0,-0.3670212765957447,-0.36363636363636365,-0.3670212765957447,1.0724746526473903,Sedang,3.94,3.81,3.6833333333333313,0.8351247411814222,3.4899999999999998,0.6343763341529522,0.0,0.0,0.0,0.0,0.0,0.0,54.75586666666666,59.02631020408164,50.73359520052593,5.722345041732622,52.58991950662862,7.203802036170994,10.71,10.515,10.325000000000001,1.252687111772102,10.035,0.9515645012294031,-7.959099948481636,112.958479110783,0.011953795190168199,0.011953795190168199,1.2,Aman,3.747317654774141,0.3598440324732878,0.4730854768987007,0.16234600852008543,0.17866483242396702,0.1403346778452678,0.19545778104387673,3.3569955234229565,0.0,0.6069955234229565,606995.5234229565
2023-12-22 18:43:00,-7.935715543908277,112.252499667205,5.1,39,"Gunung Kelud, Kediri","4 kali gempa Low
2 kali gempa Low Frequency
3 kali gempa Letusan/Erupsi",VolcanoDiscovery,5.1,39,0.0,1,0,12.45,15.776329388560157,34.70792465483235,63.10531755424063,12510.705059666916,-0.15845177496083632,0.9873667175937016,-0.433883739117558,51.0,0,0.7604166666666666,0.0,0.0,0.8829787234042552,0.5757575757575758,0.8829787234042547,0.21554637626736758,Parah,2.75,4.36,3.929999999999998,1.1750319144602002,3.697142857142857,0.8832461771917363,0.0,0.0,0.0,0.0,0.0,0.0,44.182500000000005,53.26241893491125,54.01456140696905,9.4831643539388,54.66695428950955,7.91151410148102,8.925,11.34,10.695,1.7625478716902818,10.345714285714285,1.324869265787582,-7.935715543908277,112.252499667205,0.35641288941026955,0.35641288941026955,35.64,Aman,9.796312327011329,0.011953795190168199,0.11524019789679951,0.2427369056912421,0.1998713992923774,0.19083489209508114,0.19965603627511852,3.374959163069725,0.0,1.7250408369302748,1725040.8369302747
2023-12-23 07:56:00,-8.007461076793811,114.1994583234434,3.31,6,"Gunung Ijen, Banyuwangi","2 kali gempa Tektonik Jauh
5 kali gempa Vulkanik Dalam
5 kali gempa Hembusan
2 kali gempa Guguran
2 kali gempa Low Frequency",VolcanoDiscovery,3.31,6,0.0,1,1,9.765,13.793866666666668,30.346506666666674,55.17546666666667,9564.051429199599,-0.14144406768794202,0.9899462489023779,-0.9749279121818236,33.1,0,0.5506944444444445,0.0,0.0,-0.06914893617021271,-0.42424242424242425,-0.06914893617021287,-0.011265490048817084,Sedang,5.1,3.94,3.7199999999999984,1.2274770873625314,3.794285714285714,0.7773642891818773,0.0,0.0,0.0,0.0,0.0,0.0,63.10531755424063,54.75586666666666,54.15442807363572,9.502638891598373,53.48244000379527,6.934784550886668,12.45,10.71,10.38,1.8412156310437762,10.491428571428571,1.1660464337727878,-8.007461076793811,114.1994583234434,0.3139984287376727,0.3139984287376727,31.4,Aman,5.48415165494691,0.35641288941026955,0.3598440324732878,0.2274550377793704,0.18783060396712392,0.2330208186401472,0.18808482720577516,3.338361168205738,0.0,0.028361168205738085,28361.168205738086
2023-12-23 16:33:00,-8.123482074185292,112.90861515252,1.93,10,"Gunung Semeru, Lumajang",5 kali gempa Guguran,VolcanoDiscovery,1.93,10,0.0,1,0,7.695,7.9458,17.48076,31.7832,3173.5483127807456,-0.14144406768794202,0.9899462489023779,-0.9749279121818236,19.3,0,0.3590277777777778,0.0,0.0,-0.8031914893617021,-0.30303030303030304,-0.8031914893617023,-0.2185505069470522,Ringan,3.31,2.75,3.446666666666665,1.589412889507738,3.6,1.0474413269168534,0.0,0.0,0.0,0.0,0.0,0.0,55.17546666666667,44.182500000000005,50.02132807363572,16.284735812949194,51.61301143236669,10.494071276177129,9.765,8.925,9.97,2.384119334261588,10.200000000000001,1.5711619903752627,-8.123482074185292,112.90861515252,0.021222881103650795,0.021222881103650795,2.12,Aman,3.0,0.3139984287376727,0.011953795190168199,0.2305447330838646,0.18251431424920297,0.23596538595864988,0.18395593705440785,3.357727954238653,0.0,1.4277279542386532,1427727.9542386532
2023-12-23 23:27:00,-8.067210607113653,114.1708272052379,3.88,54,"Gunung Ijen, Banyuwangi","3 kali gempa Guguran
4 kali gempa Hembusan
1 kali gempa Tektonik Jauh
2 kali gempa Tektonik Lokal
3 kali gempa Vulkanik Dalam",VolcanoDiscovery,3.88,54,0.0,1,1,10.620000000000001,11.956990946502058,26.30538008230453,47.82796378600823,7186.437554110132,-0.14144406768794202,0.9899462489023779,-0.9749279121818236,38.8,0,0.2875,0.0,0.0,0.23404255319148934,1.0303030303030303,0.2340425531914894,-0.2959068719489298,Sedang,1.93,5.1,3.039999999999998,1.0026464980241065,3.61,1.0501111052328411,0.0,0.0,0.0,0.0,0.0,0.0,31.7832,63.10531755424063,44.92887681755826,11.962569284609945,50.01324765835621,10.018383683467077,7.695,12.45,9.360000000000001,1.5039697470361226,10.215,1.575166657849244,-8.067210607113653,114.1708272052379,0.0629885341041076,0.0629885341041076,6.3,Aman,6.0110184616580264,0.021222881103650795,0.35641288941026955,0.13273661464847727,0.15836027398883396,0.17738010841656512,0.15953480874232445,3.346327491402626,0.0,0.5336725085973737,533672.5085973737
2023-12-24 06:45:00,-8.138086159124969,114.0381047455887,1.16,10,"Gunung Raung, Banyuwangi",5 kali gempa Tremor Non-Harmonik,VolcanoDiscovery,1.16,10,0.0,1,0,6.539999999999999,5.5896,12.297120000000001,22.3584,1570.476043183155,-0.12439450483979998,0.9922328391893008,-0.7818314824680299,11.6,0,0.30416666666666664,0.0,0.0,-1.2127659574468088,-0.30303030303030304,-1.212765957446809,-0.2778820878708224,Ringan,3.88,3.31,2.3233333333333315,1.402010461206812,3.152857142857143,1.3287552356210974,0.0,0.0,0.0,0.0,0.0,0.0,47.82796378600823,55.17546666666667,33.989854595336034,12.877370198908194,45.59838781051174,14.259526888275396,10.620000000000001,9.765,8.285,2.103015691810183,9.529285714285715,1.993132853431639,-8.138086159124969,114.0381047455887,0.0001,0.0001,0.01,Aman,3.0,0.0629885341041076,0.3139984287376727,0.028103805069253057,0.03200394141987252,0.16093150871702236,0.1724244300840972,3.2270471900701523,0.0,2.067047190070152,2067047.1900701523
2023-12-25 10:52:00,-8.19083061158148,114.0190313648933,2.81,55,"Gunung Raung, Banyuwangi","5 kali gempa Low Frequency
5 kali gempa Vulkanik Dalam
2 kali gempa Hembusan
3 kali gempa Guguran
1 kali gempa Letusan/Erupsi",VolcanoDiscovery,2.81,55,0.0,1,0,9.015,8.753665289256197,19.258063636363637,35.01466115702479,3851.675832755501,-0.10730813165636247,0.9942258118156161,0.0,28.1,0,1.1715277777777777,0.0,0.0,-0.33510638297872336,1.0606060606060606,-0.33510638297872347,0.6601577168606834,Ringan,1.16,1.93,2.616666666666665,1.3702676137650405,2.991428571428571,1.2851125576050864,0.0,0.0,0.0,0.0,0.0,0.0,22.3584,31.7832,35.0670083143443,12.734862583909182,42.778215594848625,14.097794709678968,6.539999999999999,7.695,8.725,2.055401420647529,9.287142857142857,1.9276688364076244,-8.19083061158148,114.0190313648933,0.008199847376166828,0.008199847376166828,0.82,Aman,3.8467605181711173,0.0001,0.021222881103650795,0.023762793826758402,0.03421104948856905,0.11069662513171934,0.15517574343627433,3.2734749695658683,0.0,0.4634749695658682,463474.9695658682
2023-12-25 13:04:00,-8.010990166426973,113.0067192410976,5.25,27,"Gunung Bromo, Probolinggo","5 kali gempa Low Frequency
4 kali gempa Tremor Non-Harmonik
5 kali gempa Low
4 kali gempa Tektonik Lokal
3 kali gempa Tektonik Jauh",VolcanoDiscovery,5.25,27,0.0,1,1,12.675,16.50906378600823,36.31994032921811,66.03625514403292,13699.816382485576,-0.10730813165636247,0.9942258118156161,0.0,52.5,0,0.09166666666666666,0.0,0.0,0.9627659574468086,0.21212121212121213,0.9627659574468084,-0.5076980848666917,Parah,2.81,3.88,3.073333333333332,2.057676683381852,3.3485714285714283,1.5307452277831723,0.0,0.0,0.0,0.0,0.0,0.0,35.01466115702479,47.82796378600823,41.13643876701919,22.473225810405093,45.90018061542475,16.649447557954563,9.015,10.620000000000001,9.41,3.086515025072761,9.822857142857144,2.2961178416747496,-8.010990166426973,113.0067192410976,0.23057486156383789,0.23057486156383789,23.06,Aman,9.629281926536,0.008199847376166828,0.0629885341041076,0.07962490298000184,0.13078921736605856,0.1419282060422436,0.15398583900693438,3.4049011036008596,0.0,1.8450988963991404,1845098.8963991404
