Acquired_Date,EQ_Lintang,EQ_Bujur,Magnitudo,Kedalaman (km),Nama,Sumber,VRP_Max,Hembusan,Tektonik_Lokal,Tektonik_Jauh,Tremor_Menerus,Vulkanik_Dangkal,Vulkanik_Dalam,Letusan_Erupsi,Guguran,Harmonik,Tremor_Non_Harmonik,Magnitudo_Original,Kedalaman_Original,Tanggal,Keterangan,isVulkanik,isTektonik,seismic_energy_log10,R1_final,R2_final,R3_final,AreaTerdampak_km2,tfe_doy_sin,tfe_doy_cos,tfe_weekday_sin,Intensity,cluster_id,time_since_last_event_days,OLI_total (W),MSI_total (W),Magnitudo_scaled,Kedalaman (km)_scaled,seismic_energy_log10_scaled,time_since_last_event_days_scaled,impact_level,Magnitudo_lag1,Magnitudo_lag3,Magnitudo_roll_mean3,Magnitudo_roll_std3,Magnitudo_roll_mean7,Magnitudo_roll_std7,VRP_Max_lag1,VRP_Max_lag3,VRP_Max_roll_mean3,VRP_Max_roll_std3,VRP_Max_roll_mean7,VRP_Max_roll_std7,R3_final_lag1,R3_final_lag3,R3_final_roll_mean3,R3_final_roll_std3,R3_final_roll_mean7,R3_final_roll_std7,seismic_energy_log10_lag1,seismic_energy_log10_lag3,seismic_energy_log10_roll_mean3,seismic_energy_log10_roll_std3,seismic_energy_log10_roll_mean7,seismic_energy_log10_roll_std7,Lintang,Bujur,PheromoneScore,Pheromone_Score,Risk_Index,Status_Zona,Radius_Visual_KM,PheromoneScore_lag1,PheromoneScore_lag3,PheromoneScore_roll_mean3,PheromoneScore_roll_std3,PheromoneScore_roll_mean7,PheromoneScore_roll_std7,lstm_prediction,prediction_sigma,prediction_error,anomaly_score,aco_center_lat,aco_center_lon,aco_area_km2,aco_confidence,ga_bearing,ga_distance_km,cnn_bearing,cnn_angle,cnn_distance,cnn_confidence
2024-02-02 01:06:00,-7.912199358679215,112.2966694936779,3.25,15,Kelud,VolcanoDiscovery,0.0,0,0,0,0,0,0,0,0,0,0,3.25,15,2024-02-02 01:06:00,Unknown,0,1,9.675,11.31423611111111,24.891319444444445,45.25694444444444,6434.581862986544,0.5376773767406141,0.8431506618282,-0.433883739117558,32.5,0,22.042361111111113,0.0,0.0,-0.11873350923482855,-0.1391304347826087,-0.11873350923482802,6.220396630212966,Sedang,5.99,3.49,4.126666666666668,1.614631020801142,3.69,1.0586626784139828,0.0,0.0,0.0,0.0,0.0,0.0,113.73927777777777,51.75050000000001,66.46765818784446,41.01018903700457,56.2213438454255,25.88192652761032,13.785,10.035,10.99,2.421946531201716,10.334999999999999,1.587994017620977,-7.912199358679215,112.2966694936779,0.30164777908992546,0.30164777908992546,30.16,Aman,5.326687734368382,0.4106335357877664,0.5098130692164109,0.272254330197238,0.15517803157988794,0.2863921018385375,0.1608084653685916,0.7722653150558472,0.0,2.477734684944153,-0.2212596623156126,,,,,,,,,,
2024-02-05 13:37:00,-7.937471372250961,112.9825023363517,2.84,6,Bromo,VolcanoDiscovery,0.0,0,0,5,0,0,3,0,3,4,0,2.84,6,2024-02-05 13:37:00,Unknown,0,1,9.059999999999999,12.692944444444445,27.92447777777778,50.77177777777778,8098.314034857387,0.580454927809098,0.8142923779467267,0.0,28.4,0,3.5215277777777776,0.0,0.0,-0.33509234828496054,-0.45217391304347826,-0.3350923482849607,0.63827115273926,Sedang,3.25,3.14,4.026666666666667,1.7126100937847288,3.664285714285714,1.0796273607570528,0.0,0.0,0.0,0.0,0.0,0.0,45.25694444444444,40.40675234131113,69.92266666666669,38.0463520409036,57.65402638510805,25.149537146156952,9.675,9.51,10.840000000000002,2.568915140677096,10.296428571428573,1.6194410411355817,-7.937471372250961,112.9825023363517,0.261235484213491,0.261235484213491,26.12,Aman,4.391669388836384,0.30164777908992546,0.1044816757140225,0.3245055996970608,0.07727745095258125,0.30017073161018754,0.15257337435248394,0.734380841255188,0.0,2.105619158744812,-0.52584670411841,,,,,,,,,,
2024-02-06 09:36:00,-8.047225075442757,114.2877632761703,5.05,11,Ijen,VolcanoDiscovery,0.0,0,5,3,0,0,0,0,0,2,0,5.05,11,2024-02-06 09:36:00,Unknown,0,1,12.375,17.52736053719008,38.56019318181818,70.10944214876032,15441.976802355046,0.5943761565849831,0.804187157621448,0.7818314824680298,50.5,0,0.8326388888888889,0.0,0.0,0.8311345646437993,-0.2782608695652174,0.8311345646437999,-0.17215216367537012,Parah,2.84,5.99,3.7133333333333334,1.1755991380284927,3.8299999999999996,1.2021231218140687,0.0,0.0,0.0,0.0,0.0,0.0,50.77177777777778,113.73927777777777,55.37938812366087,13.051215091338268,59.926018965953766,25.501982494142485,9.059999999999999,13.785,10.37,1.763398707042741,10.545,1.8031846827211073,-8.047225075442757,114.2877632761703,0.47111676279536696,0.47111676279536696,47.11,Aman,10.142431018668294,0.261235484213491,0.4106335357877664,0.344666675366261,0.11135756306787835,0.3106183424983331,0.16256432055160577,0.7023636102676392,0.0,4.347636389732361,1.3093075637837979,,,,,,,,,,
2024-02-07 12:38:00,-8.100219396753372,114.0504285498141,5.13,44,Raung,VolcanoDiscovery,0.0,0,0,0,0,0,0,0,5,3,0,5.13,44,2024-02-07 12:38:00,Unknown,0,1,12.495000000000001,15.8265402892562,34.81838863636364,63.3061611570248,12590.466757055687,0.6081214998935418,0.7938439653781019,0.9749279121818236,51.3,0,1.1263888888888889,0.0,0.0,0.8733509234828495,0.8695652173913043,0.8733509234828504,-0.08361676521375119,Parah,5.05,3.25,4.34,1.2996538000560016,4.127142857142857,1.2338383779317075,0.0,0.0,0.0,0.0,0.0,0.0,70.10944214876032,45.25694444444444,61.39579369452099,9.809354908073123,62.19155080672804,24.90611909492942,12.375,9.675,11.31,1.9494807000840098,10.990714285714287,1.8507575668975689,-8.100219396753372,114.0504285498141,0.3740531054307709,0.3740531054307709,37.41,Aman,9.945188256743686,0.47111676279536696,0.30164777908992546,0.3688017841465428,0.10503913583142979,0.3475687731782506,0.1383952148187226,0.7787383794784546,0.0,4.351261620521545,1.3122749173183523,,,,,,,,,,
2024-02-09 01:26:00,-8.104540443764295,114.037395294935,3.81,11,Raung,VolcanoDiscovery,0.0,0,0,0,0,0,0,0,0,0,0,3.81,11,2024-02-09 01:26:00,Unknown,0,1,10.515,13.684769628099174,30.106493181818184,54.739078512396695,9413.363663660264,0.6350683134867438,0.7724559775191742,-0.433883739117558,38.1,0,1.5333333333333334,0.0,0.0,0.1767810026385224,-0.2782608695652174,0.17678100263852292,0.039035110669248155,Parah,5.13,2.84,4.663333333333333,0.740090084606827,4.172857142857143,1.2120329242738472,0.0,0.0,0.0,0.0,0.0,0.0,63.3061611570248,50.77177777777778,62.71822727272729,7.702030204286545,62.61849059421328,24.72224527458008,12.495000000000001,9.059999999999999,11.795,1.1101351269102562,11.059285714285716,1.8180493864107794,-8.104540443764295,114.037395294935,0.2551888350351387,0.2551888350351387,25.52,Aman,6.4173449653263415,0.3740531054307709,0.261235484213491,0.36678623442042535,0.10814722861644446,0.311193882580926,0.12101537479521483,0.7868022322654724,0.0,3.0231977677345276,0.2252172382766875,,,,,,,,,,
2024-03-01 04:36:00,-7.88777437761002,113.0202211455498,4.75,63,Bromo,VolcanoDiscovery,0.0,1,0,0,0,0,0,5,0,0,0,4.75,63,2024-03-01 04:36:00,Unknown,0,1,11.925,14.500981827916352,31.902160021415977,58.00392731166541,10569.748944694551,0.8670985522812081,0.4981366284784055,-0.433883739117558,47.5,0,21.131944444444443,0.0,0.0,0.6728232189973614,1.5304347826086957,0.6728232189973621,5.9459996860446855,Parah,3.81,5.05,4.5633333333333335,0.6795096271086524,4.402857142857143,1.1335889067575664,0.0,0.0,0.0,0.0,0.0,0.0,54.739078512396695,70.10944214876032,58.68305566036232,4.32372961058816,65.13237273283532,22.915904676025065,10.515,12.375,11.645000000000001,1.019264440662994,11.404285714285715,1.7003833601363623,-7.88777437761002,113.0202211455498,0.15402688732584668,0.15402688732584668,15.4,Aman,8.164372606269675,0.2551888350351387,0.47111676279536696,0.2610896092639186,0.11013173255589558,0.31827176995404377,0.10761751570803639,0.7512229681015015,0.0,3.9987770318984985,1.0237563509840462,,,,,,,,,,
2024-03-02 04:29:00,-7.936634969137002,112.3163079795432,1.89,6,Kelud,VolcanoDiscovery,0.0,0,0,0,0,0,0,0,4,0,0,1.89,6,2024-03-02 04:29:00,Unknown,0,1,7.635,9.641069444444446,21.210352777777782,38.56427777777778,4672.1876544635525,0.8755389928586302,0.4831474640149687,-0.9749279121818236,18.9,0,0.9951388888888889,0.0,0.0,-0.8364116094986809,-0.45217391304347826,-0.8364116094986808,-0.1231751347391554,Sedang,4.75,5.13,3.483333333333334,1.457715107053959,3.817142857142857,1.2318105141851754,0.0,0.0,0.0,0.0,0.0,0.0,58.00392731166541,63.3061611570248,50.43576120061331,10.409798192785448,54.3930870185496,10.69843267839947,11.925,12.495000000000001,10.025,2.186572660580937,10.525714285714287,1.8477157712777674,-7.936634969137002,112.3163079795432,0.13343649140874606,0.13343649140874606,13.34,Aman,3.0,0.15402688732584668,0.3740531054307709,0.180884071256577,0.06516816355511859,0.27867219218561223,0.11842415055915519,0.7627437114715576,0.0,1.1272562885284423,-1.3266642768021748,,,,,,,,,,
2024-03-07 08:54:00,-8.157806450861123,114.0981533961888,4.1,68,Raung,VolcanoDiscovery,0.0,2,0,0,0,0,0,0,1,5,0,4.1,68,2024-03-07 08:54:00,Unknown,0,1,10.95,12.529294982698962,27.56444896193772,50.11717993079585,7890.837932584676,0.9138076496466615,0.4061472386305789,0.43388373911755823,41.0,0,5.184027777777778,0.0,0.0,0.3298153034300789,1.7043478260869565,0.32981530343007925,1.1393438333943802,Sedang,1.89,3.81,3.5799999999999996,1.499233137307204,3.938571428571428,1.2082553340999391,0.0,0.0,0.0,0.0,0.0,0.0,38.56427777777778,54.739078512396695,48.89512834007969,9.777272169060113,55.08740637374267,10.150357098523104,7.635,10.515,10.17,2.2488497059608052,10.707857142857142,1.812383001149915,-8.157806450861123,114.0981533961888,0.01577167762630575,0.01577167762630575,1.58,Aman,6.310014496357405,0.13343649140874606,0.2551888350351387,0.10107835212029935,0.0745916391824441,0.23783274911938085,0.15332941596780852,0.7633235454559326,0.0,3.336676454544067,0.4818083750635843,,,,,,,,,,
2024-03-08 09:53:00,-8.045121035454324,114.1891470906485,4.55,49,Ijen,VolcanoDiscovery,0.0,0,1,3,0,0,4,1,3,0,0,4.55,49,2024-03-08 09:53:00,Unknown,0,1,11.625,14.025886870054142,30.856951114119116,56.10354748021657,9888.502294419786,0.9206588168102428,0.3903682146763026,-0.433883739117558,45.5,0,1.0409722222222222,0.0,0.0,0.567282321899736,1.0434782608695652,0.5672823218997365,-0.1093611009366333,Parah,4.1,4.75,3.513333333333333,1.4237392083290166,4.182857142857142,1.118670554508258,0.0,0.0,0.0,0.0,0.0,0.0,50.11717993079585,58.00392731166541,48.26166839626342,8.915642866042433,55.84908775980534,9.971001940611469,10.95,11.925,10.07,2.1356088124935235,11.074285714285713,1.678005831762397,-8.045121035454324,114.1891470906485,0.2670076830358885,0.2670076830358885,26.7,Aman,8.125270198701706,0.01577167762630575,0.15402688732584668,0.13873861735697995,0.1257018973930753,0.23865734895115193,0.1534916869687873,0.9201295375823975,0.0,3.6298704624176024,0.7217959306612156,,,,,,,,,,
2024-04-03 06:37:00,-7.998494662672212,114.1833782534553,2.48,3,Ijen,VolcanoDiscovery,0.0,0,0,3,0,0,4,2,0,4,0,2.48,3,2024-04-03 06:37:00,Unknown,0,1,8.52,16.281444444444443,35.819177777777774,65.12577777777777,13324.64719211249,0.9989315138848577,-0.046215046983708354,0.9749279121818236,24.8,0,25.863888888888887,0.0,0.0,-0.5250659630606861,-0.5565217391304348,-0.525065963060686,7.3721940243838615,Sedang,4.55,1.89,3.7099999999999995,1.0887148386974443,3.815714285714286,1.2050429749301785,0.0,0.0,0.0,0.0,0.0,0.0,56.10354748021657,38.56427777777778,57.11550172959674,7.5552988614110355,55.13713570680784,8.903898196002467,11.625,7.635,10.365,1.6330722580461676,10.523571428571428,1.807564462395272,-7.998494662672212,114.1833782534553,0.27782212320313393,0.27782212320313393,27.78,Aman,3.709172199902539,0.2670076830358885,0.13343649140874606,0.18686716128844258,0.14827166427277413,0.21104382900940435,0.11798103158526851,1.0556304454803467,0.0,1.4243695545196533,-1.0834686980179888,,,,,,,,,,
